,geo,indicator_name,indicator,country,income,region,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
149,smr,population,pop,San Marino,High income,europe,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5494,5497,5502,5509,5518,5528,5540,5554,5570,5588,5607,5628,5651,5676,5703,5732,5762,5795,5829,5865,5903,5942,5981,6020,6059,6098,6138,6178,6218,6259,6300,6341,6382,6424,6466,6508,6550,6593,6636,6679,6723,6766,6810,6854,6899,6944,6989,7034,7080,7126,7172,7219,7266,7313,7360,7408,7456,7505,7554,7603,7652,7702,7751,7801,7852,7903,7953,8005,8057,8109,8161,8214,8267,8320,8374,8429,8483,8538,8593,8649,8705,8762,8819,8876,8934,8992,9050,9109,9168,9228,9288,9347,9408,9469,9531,9593,9654,9717,9780,9843,9907,9972,10036,10102,10167,10233,10300,10367,10434,10502,10571,10640,10709,10779,10849,10920,10991,11063,11135,11208,11281,11354,11428,11503,11578,11653,11729,11805,11882,11960,12038,12116,12195,12275,12355,12435,12516,12598,12680,12781,12917,13092,13290,13511,13772,14048,14346,14669,15021,15397,15789,16199,16621,17032,17441,17835,18229,18589,18895,19138,19303,19398,19466,19562,19735,19980,20296,20660,21030,21361,21666,21943,22210,22455,22708,22961,23210,23466,23740,24043,24386,24749,25141,25516,25877,26209,26508,26799,27096,27418,27762,28121,28494,28866,29240,29614,29977,30351,30723,31110,31504,31914,32303,32657,32960,33203,33400,33557,33683,33809
150,stp,population,pop,Sao Tome and Principe,Lower middle income,africa,22731,22731,22731,22731,22731,22731,22731,22731,22731,22731,22731,22739,22755,22780,22813,22854,22903,22962,23028,23103,23187,23280,23381,23492,23611,23739,23877,24023,24179,24344,24518,24702,24887,25074,25261,25451,25641,25834,26027,26222,26419,26617,26816,27017,27220,27424,27629,27836,28045,28255,28467,28683,28901,29121,29343,29566,29791,30017,30245,30475,30707,30941,31176,31413,31652,31893,32135,32380,32626,32874,33124,33376,33630,33879,34137,34396,34658,34915,35181,35448,35718,35984,36258,36534,36807,37087,37369,37649,37935,38223,38514,38807,39102,39399,39699,40001,40305,40611,40920,41231,41545,41861,42175,42496,42819,43145,43473,43797,44131,44466,44804,45143,45486,45832,46181,46532,46886,47242,47595,47951,48311,48673,49038,49405,49775,50148,50524,50903,51284,51669,52056,52446,52839,53235,53634,54036,54441,54849,55260,55674,56091,56512,56935,57362,57792,58225,58661,59101,59544,59990,60002,59202,58523,58165,58234,58783,59746,60991,62319,63478,64253,64551,64432,64177,64212,64796,66063,67873,70046,72241,74253,75988,77537,79022,80670,82607,84885,87434,90089,92649,94949,96950,98706,100318,101915,103634,105474,107415,109470,111627,113893,116294,118816,121407,123973,126454,128821,131107,133418,135886,138606,141622,144889,148372,151969,155630,159328,163101,166913,170813,174776,178800,182889,187045,191266,195553,199910,204327,208818,213379,218011
151,sau,population,pop,Saudi Arabia,High income,asia,2091000,2091000,2091000,2091000,2091000,2091000,2091000,2091000,2091000,2091000,2091000,2091223,2091668,2092338,2093231,2094349,2095692,2097261,2099055,2101077,2103325,2105802,2108506,2111439,2114601,2117993,2121614,2125467,2129551,2133866,2138414,2143195,2147986,2152788,2157601,2162424,2167258,2172103,2176959,2181826,2186704,2191592,2196492,2201402,2206323,2211256,2216199,2221154,2226119,2231096,2236084,2240867,2245661,2250466,2255280,2260105,2264940,2269786,2274641,2279507,2284384,2289372,2294472,2299685,2305011,2310451,2316005,2321674,2327458,2333358,2339375,2345508,2351760,2357580,2364102,2370755,2377538,2384174,2391318,2398608,2405920,2413191,2420548,2427927,2435273,2442697,2450143,2457564,2465056,2472571,2480108,2487669,2495252,2502859,2510489,2518142,2525818,2533518,2541241,2548987,2556758,2564552,2572327,2580168,2588034,2595923,2603836,2611713,2619674,2627660,2635670,2643687,2651745,2660736,2670667,2681542,2692462,2703426,2714784,2726103,2737468,2748881,2760342,2771850,2783406,2795011,2806664,2818365,2830115,2841915,2853763,2865661,2877608,2889605,2901653,2913750,2925898,2938096,2950346,2962646,2974998,2987401,2999856,3012363,3024922,3037534,3050198,3062914,3075684,3088507,3121335,3198551,3283300,3372617,3464552,3558155,3653561,3751875,3855084,3965815,4086539,4218879,4362864,4516659,4677404,4843635,5015204,5194846,5387486,5599628,5836389,6100994,6393894,6714095,7059334,7428703,7818613,8231604,8679840,9179621,9740599,10366661,11048080,11763837,12484967,13189115,13869012,14525660,15155223,15755944,16326815,16867829,17378833,17859750,18311090,18735841,19131578,19505576,19882458,20294406,20764312,21303592,21906308,22556425,23228890,23905654,24578301,25252569,25940770,26661492,27425676,28238020,29086357,29944476,30776722,31557144,32275687,32938213,33554343,34140662,34709640
152,sen,population,pop,Senegal,Low income,africa,1009886,1009886,1009886,1009886,1009886,1009886,1009886,1009886,1009886,1009886,1009886,1010210,1010860,1011838,1013146,1014787,1016763,1019076,1021728,1024722,1028060,1031744,1035777,1040160,1044897,1049990,1055441,1061252,1067426,1073966,1080873,1088151,1095478,1102854,1110280,1117756,1125282,1132858,1140486,1148165,1155896,1163679,1171514,1179403,1187344,1195338,1203387,1211489,1219647,1227859,1236126,1244910,1253756,1262665,1271636,1280672,1289771,1298935,1308164,1317458,1326818,1336244,1345738,1355298,1364926,1374622,1384387,1394222,1404125,1414100,1424144,1434260,1444448,1454489,1464820,1475224,1485701,1496051,1506676,1517377,1528153,1538821,1549749,1560755,1571673,1582834,1594074,1605248,1616647,1628126,1639687,1651329,1663054,1674862,1686754,1698729,1710790,1722936,1735168,1747486,1759892,1772386,1784834,1797504,1810264,1823114,1836056,1848894,1862018,1875234,1888545,1901892,1915391,1928985,1942676,1956464,1970349,1984332,1997453,2010902,2024442,2038073,2051796,2065611,2079519,2093521,2107617,2121808,2136095,2150478,2164957,2179534,2194210,2208984,2223857,2238831,2253906,2269082,2284360,2299741,2315226,2330815,2346509,2362308,2378214,2394227,2410348,2426577,2442916,2459365,2486635,2545160,2606415,2670589,2737833,2808225,2881808,2958536,3038333,3121092,3206749,3295293,3386863,3481745,3580312,3682876,3789211,3899237,4013539,4132844,4257505,4388458,4525114,4664444,4802348,4936209,5064674,5189539,5315265,5448110,5592646,5750338,5920059,6100495,6289327,6484738,6686159,6893896,7107976,7328600,7555617,7789653,8029725,8272170,8512173,8746606,8974077,9196528,9418393,9645957,9884052,10134497,10396861,10670990,10955944,11251266,11556763,11873557,12203957,12550917,12916229,13300910,13703513,14120320,14546111,14976994,15411614,15850567,16294270,16743859,17200154
153,srb,population,pop,Serbia,Upper middle income,europe,2147197,2147197,2147197,2147197,2147197,2147197,2147197,2147197,2147197,2147197,2147197,2148100,2149913,2152645,2156305,2160899,2166436,2172925,2180375,2188792,2198187,2208568,2219943,2232321,2245711,2260122,2275563,2292043,2309572,2328158,2347810,2368539,2389451,2410548,2431831,2453302,2474963,2496814,2518859,2541098,2563534,2586168,2609001,2632036,2655275,2678719,2702369,2726229,2750299,2774582,2799079,2823690,2848519,2873565,2898832,2924320,2950033,2975972,3002139,3028536,3055165,3082029,3109128,3136466,3164044,3191865,3219930,3248242,3276803,3305616,3334681,3364002,3393581,3422539,3452632,3482990,3513615,3543688,3574847,3606280,3637989,3669221,3701483,3734030,3766183,3799298,3832704,3865807,3899798,3934088,3968679,4003575,4038777,4074289,4110113,4146252,4182709,4219486,4256587,4294014,4331770,4369858,4407713,4446469,4485566,4525006,4564793,4604100,4644582,4685421,4726618,4767932,4809855,4852147,4894810,4937849,4981266,5025064,5069492,5114251,5159406,5204959,5250914,5297275,5344045,5391228,5438828,5486848,5535292,5584164,5633467,5683205,5733383,5784004,5835071,5886590,5938563,5990995,6043890,6097253,6151086,6205395,6260183,6315455,6371214,6427467,6484215,6541465,6599221,6657486,6732256,6853292,6963401,7063163,7153364,7234922,7308930,7376685,7439606,7499166,7556725,7613352,7669609,7725503,7780685,7835082,7888804,7942640,7998002,8056665,8119860,8187991,8260625,8337076,8416250,8497170,8579630,8663325,8746980,8829036,8908293,8984594,9057978,9127677,9192920,9253405,9306347,9352150,9397313,9450770,9517674,9602941,9701331,9795554,9861877,9884147,9855506,9783393,9683612,9579314,9487615,9413418,9352705,9302869,9258343,9214986,9173289,9135214,9099552,9064756,9029716,8993746,8956984,8920215,8884712,8851280,8820083,8790574,8762027,8733407,8703942
154,syc,population,pop,Seychelles,High income,africa,12522,12522,12522,12522,12522,12522,12522,12522,12522,12522,12522,12524,12528,12534,12543,12553,12566,12580,12597,12616,12637,12660,12685,12712,12742,12773,12807,12843,12882,12922,12965,13009,13054,13100,13145,13190,13236,13282,13328,13374,13420,13466,13513,13560,13607,13654,13701,13748,13796,13844,13891,13939,13988,14036,14085,14133,14182,14231,14280,14330,14379,14429,14479,14529,14579,14630,14680,14731,14782,14833,14884,14936,14988,15039,15091,15143,15195,15247,15300,15353,15406,15459,15512,15566,15619,15674,15745,15802,15897,16014,16152,16312,16495,16701,16931,17184,17462,17768,18082,18406,18739,19082,19414,19776,20150,20534,20930,21316,21727,22146,22523,22920,23194,23388,23584,23781,23980,24181,24384,24588,24794,24996,25194,25389,25585,25783,25982,26183,26385,26589,26794,27073,27428,27859,28297,28743,29195,29654,30121,30595,31076,31565,32061,32566,33078,33598,34127,34664,35209,35763,36325,36881,37437,37964,38455,38909,39334,39769,40254,40826,41540,42400,43406,44511,45649,46772,47852,48914,49988,51128,52365,53707,55127,56606,58097,59590,61061,62500,63878,65153,66294,67298,68168,68909,69459,69836,70004,70014,69990,70144,70624,71500,72712,74114,75491,76703,77675,78459,79188,80051,81151,82567,84203,85910,87484,88744,89659,90281,90686,91034,91405,91834,92285,92765,93254,93742,94228,94737,95235,95702,96112
155,sle,population,pop,Sierra Leone,Low income,africa,794264,794264,794264,794264,794264,794264,794264,794264,794264,794264,794264,794518,795027,795794,796820,798107,799656,801469,803549,805896,808514,811402,814564,818001,821715,825708,829981,834537,839378,844505,849920,855625,861369,867152,872973,878833,884733,890672,896651,902670,908730,914830,920971,927154,933378,939644,945951,952302,958694,965130,971609,979225,986900,994633,1002426,1010279,1018192,1026165,1034200,1042297,1050455,1058676,1066961,1075308,1083720,1092196,1100737,1109344,1118016,1126755,1135561,1144434,1153376,1162212,1171289,1180436,1189653,1198780,1208137,1217566,1227067,1236493,1246139,1255859,1265521,1275388,1285332,1295235,1305330,1315502,1325752,1336081,1346488,1356974,1367541,1378189,1388918,1399728,1410622,1421598,1432659,1443803,1454925,1466239,1477641,1489129,1500704,1512210,1523962,1535803,1547735,1559711,1571825,1584032,1596331,1608724,1621212,1633794,1644192,1655229,1666341,1677527,1688788,1700125,1711538,1723028,1734594,1746239,1757961,1769762,1781643,1793603,1805643,1817765,1829967,1842252,1854619,1867069,1879603,1892220,1904923,1917711,1930584,1943544,1956591,1969726,1982948,1996260,2009661,2023152,2041203,2062444,2084942,2108430,2132731,2157753,2183523,2210131,2237772,2266686,2297110,2329204,2363013,2398414,2435204,2473294,2512652,2553529,2596568,2642608,2692259,2745779,2803031,2863739,2927468,2993876,3062956,3134800,3209263,3286179,3365441,3445277,3525399,3608751,3699467,3799550,3912438,4034668,4152984,4249468,4312246,4337239,4331332,4307299,4283621,4274819,4282350,4305455,4353646,4437803,4564297,4739147,4957216,5199549,5439695,5658379,5848692,6015417,6165372,6310260,6458720,6611692,6766103,6922079,7079162,7237025,7396190,7557212,7719729,7883123,8046931
156,sgp,population,pop,Singapore,High income,asia,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30030,30091,30183,30307,30463,30653,30877,31136,31430,31761,32128,32533,32977,33460,33983,34547,35153,35802,36495,37232,38015,38814,39630,40463,41314,42182,43069,43975,44899,45843,46805,47786,48787,49806,50846,51906,52986,54088,55210,56355,57522,58711,59923,61158,62418,63703,65012,66346,67707,69094,70554,72089,73704,75402,77186,79059,81024,83087,85249,87515,89889,92376,94506,97227,100080,103068,105801,109106,112570,116144,119521,123316,127231,130973,135134,139429,143576,148143,152857,157723,162747,167934,173288,178816,184522,190410,196483,202748,209210,215875,222749,229471,236772,244302,252068,260082,267737,276248,285030,294092,303243,312883,322072,331378,340699,350352,360006,369665,379989,395975,414624,436937,453922,472572,490223,511204,531518,552832,574147,577477,579142,552166,539511,536847,566154,608116,654074,695703,729006,748655,770931,794458,821203,848848,877424,906961,934637,958465,986472,1022096,1067794,1119934,1177575,1239681,1305091,1372489,1440459,1507512,1572136,1633086,1689546,1741417,1789338,1834493,1877808,1919268,1958726,1996866,2034528,2072290,2110975,2150524,2189635,2226404,2259748,2288888,2315015,2341429,2372615,2411700,2460387,2517579,2580261,2643951,2705535,2763589,2819601,2876892,2940264,3012953,3096570,3189433,3287588,3385350,3478779,3566133,3649135,3731440,3818462,3913960,4018779,4131208,4249295,4370040,4491042,4611901,4732528,4851109,4965518,5074252,5176017,5270958,5360837,5448342,5535262,5622455,5708844,5791901,5868104,5935053
157,svk,population,pop,Slovak Republic,High income,europe,2140651,2140651,2140651,2140651,2140651,2140651,2140651,2140651,2140651,2140651,2140651,2141023,2141768,2142888,2144383,2146256,2148508,2151139,2154152,2157548,2161328,2165494,2170047,2174988,2180319,2186042,2192157,2198667,2205572,2212874,2220574,2228675,2236805,2244964,2253154,2261373,2269622,2277902,2286211,2294551,2302921,2311322,2319754,2328216,2336709,2345233,2353788,2362375,2370992,2379642,2388322,2396877,2405463,2414079,2422726,2431404,2440114,2448854,2457626,2466429,2475264,2484130,2493028,2501958,2510920,2519914,2528940,2537998,2547089,2556213,2565369,2574558,2583779,2592920,2602207,2611528,2620882,2630165,2639586,2649041,2658529,2667958,2677514,2687104,2696646,2706305,2715998,2725654,2735417,2745215,2755048,2764916,2774819,2784758,2794732,2804743,2814789,2824871,2834989,2845143,2855334,2865561,2875761,2886061,2896399,2906773,2917184,2927542,2938028,2948551,2959112,2969685,2980321,2990996,3001709,3012460,3023250,3034078,3045213,3056322,3067471,3078661,3089892,3101163,3112476,3123830,3135226,3146663,3158141,3169662,3181225,3192829,3204476,3216166,3227898,3239673,3251491,3263353,3275257,3287205,3299196,3311231,3323310,3335434,3347601,3359813,3372069,3384370,3396716,3409107,3436573,3510926,3587657,3664918,3741211,3815402,3886746,3954855,4019639,4081320,4140129,4196170,4249205,4298584,4343459,4383452,4418205,4448550,4476824,4506157,4538841,4575563,4615831,4659280,4705110,4752540,4801741,4852497,4903202,4951788,4996731,5037341,5073890,5106989,5137685,5166798,5194306,5219959,5244036,5266804,5288454,5309235,5329033,5347214,5362896,5375470,5384788,5391204,5395254,5397708,5399211,5400006,5400154,5399886,5399419,5398963,5398541,5398326,5398856,5400719,5404294,5409847,5417070,5425130,5432841,5439318,5444218,5447662,5449816,5450987,5451400
158,svn,population,pop,Slovenia,High income,europe,469664,469664,469664,469664,469664,469664,469664,469664,469664,469664,469664,469862,470258,470856,471657,472662,473874,475293,476923,478765,480821,483092,485581,488289,491219,494372,497751,501357,505192,509259,513559,518095,522671,527287,531944,536642,541382,546163,550987,555853,560762,565715,570711,575751,580836,585966,591141,596362,601629,606943,612303,617713,623170,628675,634229,639832,645485,651188,656941,662744,668599,674506,680465,686477,692541,698660,704832,711059,717341,723678,730071,736521,743028,749399,756020,762699,769437,776055,782911,789828,796805,803679,810779,817942,825019,832308,839661,846948,854431,861979,869594,877277,885027,892846,900734,908691,916719,924818,932988,941231,949546,957935,966273,974810,983422,992110,1000875,1009535,1018454,1027451,1036528,1045632,1054869,1064189,1073590,1083075,1092644,1102297,1112031,1121852,1131760,1141756,1151840,1162013,1172275,1182629,1193073,1203611,1214241,1224965,1235783,1246698,1257708,1268816,1280022,1291327,1302732,1314238,1325845,1337555,1349368,1361285,1373308,1385437,1397673,1410017,1422470,1435033,1447707,1460493,1473093,1481632,1491674,1502844,1514784,1527206,1539785,1552253,1564357,1575872,1586637,1596558,1605645,1614021,1621879,1629434,1636668,1643700,1651094,1659554,1669581,1681427,1694975,1709977,1725964,1742623,1759731,1777319,1795648,1815101,1835837,1857854,1880704,1903548,1925314,1945135,1962877,1978524,1991428,2000873,2006479,2007884,2005512,2000768,1995607,1991472,1988989,1987955,1987976,1988318,1988499,1988349,1988264,1988965,1991430,1996281,2003791,2013539,2024538,2035424,2045168,2053436,2060390,2066119,2070845,2074788,2077862,2079976,2081260,2081900,2082055
159,slb,population,pop,Solomon Islands,Lower middle income,asia,56998,56998,56998,56998,56998,56998,56998,56998,56998,56998,56998,57010,57035,57072,57121,57183,57257,57344,57444,57556,57682,57820,57970,58134,58311,58501,58704,58920,59149,59392,59648,59917,60188,60460,60733,61007,61283,61560,61838,62117,62398,62680,62963,63247,63533,63820,64108,64398,64689,64981,65274,65412,65550,65688,65825,65963,66100,66237,66374,66511,66648,66785,66922,67058,67195,67331,67467,67603,67739,67874,68010,68145,68281,68411,68546,68680,68815,68945,69079,69213,69347,69476,69610,69743,69872,70005,70137,70267,70399,70530,70662,70793,70924,71054,71185,71315,71445,71574,71704,71833,71961,72090,72215,72343,72471,72598,72724,72847,72974,73099,73225,73349,73473,73598,73722,73845,73968,74091,74497,74833,75171,75511,75852,76194,76539,76884,77232,77581,77931,78283,78637,79048,79519,80049,80583,81120,81661,82205,82753,83304,83860,84419,84981,85548,86118,86692,87270,87852,88437,89027,89794,91809,94077,96560,99215,102024,104965,108018,111182,114465,117866,121396,125064,128866,132782,136847,141026,145351,149921,154875,160290,166212,172598,179349,186332,193445,200640,207937,215347,222897,230607,238479,246493,254596,262709,270801,278838,286863,294964,303253,311840,320753,329953,339456,349225,359225,369469,379947,390643,401538,412609,423853,435262,446769,458324,469885,481422,492940,504477,516079,527790,539614,551531,563513,575504,587482,599419,611343,623281,635254,647297
160,som,population,pop,Somalia,Low income,africa,991488,991912,992336,992760,993185,993609,994034,994459,994884,995309,995738,996444,997431,998703,1000260,1002105,1004240,1006666,1009386,1012401,1015714,1019326,1023240,1027457,1031980,1036810,1041950,1047402,1053167,1059249,1065648,1072368,1079130,1085935,1092782,1099673,1106607,1113585,1120607,1127674,1134784,1141940,1149141,1156387,1163679,1171016,1178401,1185831,1193309,1200833,1208406,1215931,1223504,1231123,1238791,1246505,1254268,1262080,1269939,1277848,1285806,1293814,1301871,1309979,1318137,1326346,1334606,1342918,1351281,1359696,1368164,1376685,1385258,1393701,1402381,1411114,1419902,1428575,1437472,1446424,1455432,1464341,1473461,1482637,1491732,1501022,1510370,1519656,1529120,1538642,1548224,1557866,1567567,1577330,1587152,1597036,1606982,1616989,1627059,1637192,1647387,1657646,1667859,1678246,1688697,1699213,1709795,1720284,1730997,1741777,1752623,1763491,1774473,1785524,1796643,1807831,1819089,1830417,1842007,1853622,1865311,1877073,1888909,1900820,1912806,1924868,1937005,1949220,1961511,1973879,1986326,1998851,2011456,2024139,2036903,2049747,2062672,2075679,2088767,2101939,2115193,2128531,2141952,2155459,2169051,2182728,2196492,2210342,2224280,2238306,2264082,2307673,2351929,2397159,2443625,2491520,2540989,2592133,2644994,2699595,2755947,2814096,2874190,2936443,3001126,3068437,3143836,3228495,3313786,3387632,3444553,3470324,3475022,3506008,3627504,3880320,4289469,4827362,5417740,5953615,6359126,6604872,6716448,6740220,6747932,6791716,6887372,7018109,7165295,7298417,7397347,7455936,7488544,7519811,7583954,7704894,7892389,8137475,8422372,8720231,9011479,9290823,9564167,9836397,10116228,10409925,10718317,11038596,11369276,11707990,12053223,12404725,12763776,13132349,13513125,13908129,14317996,14742523,15181925,15636171,16105174
161,zaf,population,pop,South Africa,Upper middle income,africa,1440820,1446092,1451383,1456693,1462023,1467372,1472741,1478129,1483537,1488965,1494779,1500715,1507144,1514072,1521507,1529455,1537922,1546916,1556443,1566511,1577125,1588294,1600025,1612324,1625199,1638658,1652708,1667356,1682611,1698479,1714970,1732090,1749381,1766844,1784482,1802296,1820288,1838460,1856812,1875348,1894070,1912978,1932074,1951362,1970842,1990516,2010387,2030456,2050725,2071197,2091873,2112615,2133562,2154717,2176082,2197659,2219449,2241456,2263681,2286126,2308794,2332988,2358751,2386125,2415154,2445884,2478360,2512629,2548739,2586740,2626681,2668615,2712593,2749450,2797910,2848726,2901960,2951376,3010749,3072938,3136412,3197614,3263663,3331077,3396551,3466709,3538317,3608369,3682903,3758976,3836620,3915869,3996754,4079310,4163571,4249573,4337351,4426942,4518383,4611714,4706972,4804198,4899997,5001210,5104514,5209951,5317566,5422080,5534077,5648387,5765058,5882489,6003996,6130283,6261498,6397794,6537056,6679350,6825351,6974387,7126677,7282293,7441307,7603793,7769828,7939487,8112851,8290001,8471019,8655990,8844999,9038136,9235490,9437153,9643220,9853786,10068951,10288813,10513476,10743046,10977627,11217332,11462270,11712556,11968308,12229644,12496687,12769561,13048393,13333314,13628428,13953843,14291415,14641017,15002729,15376829,15763822,16164413,16579477,17009989,17456855,17920673,18401608,18899275,19412975,19942303,20486439,21045785,21622590,22219897,22839451,23482813,24148137,24829693,25519604,26212405,26904349,27597297,28298150,29017049,29760471,30532954,31330259,32139708,32943584,33730148,34490419,35230249,35970537,36740883,37560525,38437855,39360225,40300161,41218901,42088165,42898520,43657024,44372112,45058775,45728315,46385006,47026173,47648727,48247395,48820586,49364582,49887181,50412129,50970818,51584663,52263516,52998213,53767396,54539571,55291225,56015473,56717156,57398421,58065097,58721229
162,esp,population,pop,Spain,High income,europe,11549294,11581132,11613057,11645070,11677172,11709362,11741641,11774009,11806466,11839012,11873298,11908284,11945659,11985465,12027700,12072359,12119484,12169120,12221263,12275955,12333192,12393019,12455477,12520563,12588273,12658697,12731783,12807623,12886212,12967593,13051762,13138762,13226333,13314476,13403190,13492476,13582381,13672905,13764000,13855714,13948048,14040095,14131857,14223286,14314381,14405190,14495619,14585333,14674095,14761286,14846857,14931434,15014209,15095182,15174304,15251576,15326997,15400519,15472095,15541724,15609406,15675093,15739691,15803150,15865471,15926702,15986795,16045749,16104709,16164627,16226123,16289245,16354042,16413402,16481160,16550926,16622648,16687381,16763167,16841198,16921003,16995824,17079975,17165535,17253528,17343598,17432828,17524602,17612175,17698571,17783791,17867926,17950884,18032665,18113999,18195703,18278691,18366241,18458445,18555304,18652445,18758888,18857049,18974619,19098102,19227611,19362033,19490897,19637151,19773993,19910847,20048249,20184526,20320481,20457451,20595436,20734436,20874118,21013557,21154312,21308440,21487977,21693592,21913584,22135582,22359920,22586598,22815617,23046976,23280341,23513706,23743394,23969738,24195079,24423095,24653117,24885144,25119178,25355552,25594267,25828300,26050632,26261263,26466878,26674165,26883124,27093420,27305722,27519361,27802454,28069735,28243635,28442373,28658669,28887349,29125354,29371821,29628012,29896928,30182782,30489242,30817570,31165075,31524385,31885404,32241041,32587244,32926306,33265172,33614194,33980276,34363917,34760522,35165557,35572476,35975317,36373100,36763529,37137704,37484749,37796795,38071262,38309711,38514061,38688120,38835884,38958074,39057213,39141605,39221740,39306102,39403200,39515511,39638635,39764562,39890498,40009324,40131560,40292642,40539723,40903711,41392103,41985520,42653406,43351668,44042632,44725532,45393858,45997806,46476072,46788630,46909138,46857404,46697553,46521827,46397664,46347576,46354321,46397452,46441049,46459219
163,lka,population,pop,Sri Lanka,Lower middle income,asia,1213000,1213000,1213000,1213000,1213000,1213000,1213000,1213000,1213000,1213000,1213000,1214173,1216542,1220133,1224969,1231077,1238481,1247209,1257286,1268741,1281602,1295897,1311654,1328905,1347679,1368006,1389920,1413451,1438633,1465499,1494084,1524422,1555376,1586958,1619182,1652060,1685606,1719833,1754754,1790385,1826740,1862901,1898856,1934588,1970082,2005323,2040294,2074978,2109358,2143416,2177134,2210294,2243070,2275443,2307391,2338895,2369932,2400482,2430521,2460026,2488974,2517436,2545727,2573787,2601648,2629345,2656815,2684045,2711065,2737863,2764423,2790730,2817053,2844671,2870964,2897627,2924062,2950006,2975536,3000789,3026389,3050326,3078369,3107004,3133605,3166218,3202122,3234458,3275025,3317941,3361301,3408367,3458594,3512525,3567714,3621806,3683765,3743812,3805567,3869393,3941352,4016285,4085000,4156176,4227229,4301254,4371285,4459587,4515886,4574959,4637602,4710311,4757285,4783701,4823369,4875953,4942444,5009586,5078655,5148234,5212844,5275134,5333449,5382486,5428210,5467638,5513693,5588243,5629328,5667763,5673726,5713155,5752252,5793337,5829452,5868550,5907315,5956353,6006715,6054758,6095843,6127651,6181327,6271780,6423862,6608745,6805887,7002699,7201829,7600628,7971098,8108434,8256561,8417119,8591028,8778449,8978773,9190662,9412155,9640836,9874481,10111646,10352188,10597520,10849979,11110828,11380683,11657660,11937611,12214968,12485756,12747842,13002275,13252087,13501986,13755161,14012817,14273272,14533376,14788607,15035856,15273391,15502515,15726802,15951422,16179796,16412711,16647945,16882189,17110713,17329713,17539633,17740637,17928576,18098348,18247121,18372120,18476505,18570701,18669103,18781938,18913054,19059300,19215307,19372538,19524558,19670151,19810789,19945832,20075086,20198353,20315017,20424555,20527233,20623564,20714040,20798492,20876917,20950041,21018859,21084042
