,country,indicator_name,geo,indicator,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
191,St. Martin,Child mortality (under age five),stmar,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,St. Vincent and the Grenadines,Child mortality (under age five),vct,u5mr,463.36,460.729,458.114,455.513,452.927,450.356,447.799,445.257,442.729,440.216,437.717,435.232,432.761,430.304,427.861,425.432,423.017,420.616,418.228,415.854,413.493,411.145,408.811,406.49,404.183,401.888,399.607,397.338,395.082,392.84,390.609,388.392,386.187,383.995,381.815,379.647,377.492,375.349,373.218,371.099,368.992,366.898,364.815,362.744,360.684,358.637,356.601,354.576,352.563,350.562,348.572,346.593,344.625,342.669,340.723,338.789,336.866,334.953,333.052,331.161,329.281,327.412,325.553,323.705,321.867,320.04,318.223,316.416,314.62,312.834,311.058,309.292,307.536,305.79,304.054,302.328,300.612,298.905,297.208,295.521,293.844,292.175,290.517,288.867,287.227,285.597,283.976,282.363,280.76,279.167,277.582,276.006,274.439,272.881,271.332,269.791,268.26,266.737,265.223,263.717,262.22,260.731,259.251,257.779,256.316,254.861,253.414,251.975,250.545,249.122,247.708,246.302,244.904,243.513,242.131,240.756,239.389,238.03,236.679,235.336,234.0,232.671,231.35,230.037,228.731,227.432,226.141,224.857,223.581,222.312,221.05,219.795,218.547,217.306,216.073,214.846,213.626,212.413,211.208,210.008,208.816,207.631,206.452,205.28,204.115,202.956,201.804,200.658,199.519,198.386,197.26,195.13,190.61,185.1,178.66,171.34,163.25,154.44,145.01,135.9,128.918,122.295,116.013,110.053,104.399,99.036,93.948,89.122,84.543,63.4,66.6,69.7,72.4,74.4,75.1,74.2,71.6,67.6,63.0,58.0,53.2,48.7,44.5,40.5,36.9,33.7,31.0,28.7,26.9,25.5,24.3,23.5,22.9,22.6,22.4,22.3,22.4,22.4,22.4,22.4,22.4,22.3,22.3,22.3,22.2,22.2,22.1,22.0,21.7,21.3,20.7,20.1,19.3,18.6,17.9,17.2,16.6,16.562,16.259,15.963,15.671
193,St.-Pierre-et-Miquelon,Child mortality (under age five),spm,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Samoa,Child mortality (under age five),wsm,u5mr,471.04,467.801,464.584,461.389,458.216,455.065,451.936,448.828,445.741,442.676,439.632,436.609,433.606,430.624,427.663,424.722,421.801,418.901,416.02,413.159,410.318,407.496,404.694,401.911,399.147,396.402,393.676,390.969,388.28,385.61,382.958,380.325,377.709,375.112,372.532,369.971,367.426,364.9,362.39,359.898,357.423,354.965,352.524,350.1,347.693,345.302,342.927,340.569,338.227,335.901,333.591,331.297,329.019,326.756,324.509,322.277,320.061,317.86,315.674,313.503,311.348,309.207,307.08,304.968,302.871,300.788,298.72,296.666,294.626,292.6,290.587,288.589,286.605,284.634,282.676,280.732,278.802,276.885,274.98,273.089,271.211,269.346,267.494,265.655,263.828,262.014,260.212,258.422,256.645,254.88,253.128,251.387,249.658,247.941,246.236,244.543,242.861,241.191,239.532,237.885,236.249,234.625,233.011,231.409,229.818,228.237,226.668,225.109,223.561,222.023,220.497,218.98,217.474,215.979,214.494,213.019,211.554,210.099,208.654,207.219,205.794,204.379,202.974,201.578,200.192,198.815,197.448,196.09,194.741,193.402,192.072,190.751,189.44,188.137,186.843,185.558,184.282,183.015,181.756,180.506,179.265,178.032,176.808,175.592,174.385,173.185,171.995,170.812,169.637,168.471,167.312,163.732,160.229,156.8,153.445,150.162,146.949,143.805,140.728,137.717,134.77,131.048,127.429,123.909,120.487,117.159,113.924,110.777,107.718,104.743,101.85,95.364,89.292,83.606,78.282,73.297,68.63,64.259,60.168,56.336,52.749,49.39,46.245,43.3,38.8,37.2,35.8,34.4,33.2,32.1,31.0,30.0,29.0,28.0,27.0,26.0,25.2,24.3,23.4,22.7,21.9,21.2,20.7,20.2,19.8,19.5,19.3,19.2,19.1,24.4,18.9,18.9,18.7,18.4,18.1,17.7,17.3,17.029,16.726,16.43,16.135
195,San Marino,Child mortality (under age five),smr,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,14.3,13.3,12.5,11.6,10.9,10.2,9.5,8.9,8.3,7.8,7.2,6.8,6.3,5.9,5.5,5.2,4.9,4.6,4.4,4.2,4.0,3.8,3.7,3.6,3.4,3.3,3.2,3.1,3.0,2.9,2.8,,,,
196,Sao Tome and Principe,Child mortality (under age five),stp,u5mr,449.28,447.349,445.426,443.511,441.605,439.707,437.817,435.935,434.061,432.195,430.338,428.488,426.646,424.812,422.986,421.168,419.358,417.555,415.76,413.973,412.194,410.422,408.658,406.901,405.152,403.411,401.677,399.95,398.231,396.519,394.815,393.118,391.428,389.745,388.07,386.402,384.741,383.087,381.441,379.801,378.169,376.543,374.925,373.313,371.708,370.111,368.52,366.936,365.358,363.788,362.224,360.667,359.117,357.573,356.036,354.506,352.982,351.465,349.954,348.45,346.952,345.461,343.976,342.497,341.025,339.559,338.1,336.647,335.2,333.759,332.324,330.896,329.473,328.057,326.647,325.243,323.845,322.453,321.067,319.687,318.313,316.944,315.582,314.226,312.875,311.53,310.191,308.858,307.53,306.208,304.892,303.581,302.277,300.977,299.684,298.395,297.113,295.836,294.564,293.298,292.037,290.782,289.532,288.287,287.048,285.814,284.586,283.363,282.145,280.932,279.724,278.522,277.325,276.133,274.946,273.764,272.587,271.416,270.249,269.087,267.931,266.779,265.632,264.49,263.354,262.222,261.094,259.972,258.855,257.742,256.634,255.531,254.433,253.339,252.25,251.166,250.086,249.011,247.941,246.875,245.814,244.757,243.705,242.658,241.615,240.576,239.542,238.512,237.487,236.466,235.45,233.07,228.09,223.76,218.32,212.7,196.78,182.051,168.425,155.818,144.155,133.366,123.383,114.148,105.604,95.1,91.8,89.1,86.9,85.4,84.7,84.8,85.3,86.1,86.9,87.4,87.8,88.0,88.3,88.7,89.2,90.3,91.7,93.5,95.4,97.4,99.3,101.1,102.6,103.9,104.8,105.3,105.3,104.8,103.5,101.5,98.7,95.5,91.7,87.5,83.2,78.7,74.2,69.7,65.5,61.5,57.8,54.3,51.2,48.2,45.4,42.9,40.6,38.6,36.8,35.2,33.8,34.276,33.816,33.363,32.919
197,Saudi Arabia,Child mortality (under age five),sau,u5mr,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.16,416.15,416.12,416.05,415.94,415.78,415.55,415.26,414.9,414.48,413.99,413.44,412.82,412.14,411.39,410.57,409.7,408.79,407.85,406.88,405.91,404.93,403.95,402.98,402.0,401.02,400.05,399.07,398.09,397.12,396.14,395.16,394.19,393.21,392.24,391.26,390.28,389.31,388.33,387.35,386.38,385.4,384.42,383.45,382.47,381.49,380.52,379.54,378.56,377.59,376.61,375.63,374.66,353.29,333.88,314.13,295.11,276.8,273.16,269.568,266.023,262.525,259.072,255.665,252.303,248.985,245.711,242.48,235.726,229.161,222.778,216.574,210.542,204.678,198.977,193.435,188.047,182.81,171.2,162.8,152.4,142.9,134.2,126.0,118.6,111.6,104.7,98.1,91.8,85.9,80.2,74.7,69.2,64.0,58.7,53.7,49.0,44.7,40.8,37.4,34.5,32.0,29.8,27.9,26.2,24.6,23.3,22.1,21.1,20.1,19.3,18.7,18.2,17.8,17.3,16.8,16.2,15.7,15.2,14.7,14.2,13.8,13.3,12.9,12.415,11.998,11.603,11.233
198,Senegal,Child mortality (under age five),sen,u5mr,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.4,512.39,512.35,512.27,512.14,511.94,511.66,511.3,510.85,510.33,509.73,509.05,508.29,507.45,506.53,505.52,504.46,503.33,502.17,500.98,499.78,498.58,497.37,496.17,494.97,493.77,492.56,491.36,490.16,488.96,492.1,493.82,496.99,498.68,501.86,496.21,492.07,486.5,482.299,476.751,472.663,467.198,463.144,457.793,453.852,448.574,443.328,438.204,427.763,417.57,407.619,397.906,388.425,379.169,370.134,361.314,352.705,344.3,338.2,332.3,326.1,320.3,314.9,310.0,306.0,302.8,300.9,299.6,299.2,299.2,299.5,299.9,299.7,299.0,298.0,296.5,294.1,290.4,285.0,278.5,271.1,262.7,253.1,242.5,231.8,221.9,212.9,205.3,198.9,192.9,186.9,180.5,173.0,164.8,156.7,149.6,144.0,140.4,138.8,138.6,139.3,140.6,142.0,142.9,143.1,141.9,139.1,134.2,127.5,119.7,111.4,103.2,95.5,88.4,82.0,76.4,71.3,66.8,62.6,58.9,55.5,52.3,49.5,47.1,44.886,42.899,41.037,39.262
199,Serbia,Child mortality (under age five),srb,u5mr,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,355.319,337.572,320.711,304.692,289.473,275.015,261.278,248.228,235.829,224.05,251.47,233.32,271.62,318.75,284.37,265.2,256.73,271.62,271.62,261.86,246.11,242.48,233.32,244.31,244.31,214.72,265.2,229.61,236.99,256.73,294.24,222.2,219.763,217.353,214.97,212.612,210.281,207.975,205.694,203.438,201.207,199.001,196.819,194.66,192.525,190.414,188.326,186.261,184.218,182.198,180.2,178.224,176.269,174.336,172.424,170.534,168.663,166.814,164.985,163.175,161.386,159.616,157.866,156.134,154.422,152.729,151.054,149.397,147.759,146.139,144.536,142.951,141.062,137.302,133.585,129.909,126.272,122.665,119.077,115.486,111.854,108.138,104.296,100.296,96.126,91.807,87.37,82.857,78.35,73.934,69.681,65.657,61.91,58.448,55.279,52.42,49.917,47.812,46.071,44.616,43.356,42.127,40.749,43.623,46.7,40.7,39.1,37.6,36.1,34.2,31.5,28.2,25.5,24.1,23.3,21.9,19.8,17.4,15.3,13.8,13.0,12.7,12.3,11.6,10.6,9.6,8.9,8.4,8.1,8.0,7.8,7.6,7.4,7.1,6.9,6.6,6.2,5.8,5.848,5.699,5.56,5.427
200,Serbia and Montenegro,Child mortality (under age five),scg,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Serbia excluding Kosovo,Child mortality (under age five),scg_ex_kos,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Seychelles,Child mortality (under age five),syc,u5mr,446.72,442.783,438.88,435.012,431.179,427.378,423.612,419.878,416.178,412.51,408.874,405.271,401.699,398.159,394.65,391.171,387.724,384.307,380.92,377.562,374.235,370.937,367.667,364.427,361.215,358.032,354.876,351.749,348.648,345.576,342.53,339.511,336.519,333.553,330.613,327.7,324.811,321.949,319.111,316.299,313.511,310.748,308.009,305.295,302.604,299.937,297.294,294.674,292.076,289.502,286.951,284.422,281.915,279.431,276.968,274.527,272.107,269.709,267.332,264.976,262.641,260.326,258.032,255.757,253.503,251.269,249.055,246.86,244.684,242.527,240.39,238.271,236.171,234.09,232.027,229.982,227.955,225.946,223.955,221.981,220.024,218.085,216.163,214.258,212.37,210.498,208.643,206.804,204.981,203.175,201.384,199.609,197.85,196.106,194.378,192.665,190.967,189.284,187.616,185.962,184.323,182.699,181.088,179.492,177.91,176.342,174.788,173.248,171.721,170.207,168.707,167.22,165.747,164.286,162.838,161.403,159.98,158.57,157.173,155.788,154.415,153.054,151.705,150.368,149.043,147.729,146.427,145.136,143.857,142.589,141.333,140.046,138.77,137.507,136.254,135.014,133.784,132.566,131.358,130.162,128.977,127.802,126.638,125.485,124.342,123.21,122.087,120.975,119.874,118.782,117.7,116.5,115.3,113.8,112.1,110.5,108.8,107.2,105.5,103.8,101.9,99.8,97.8,95.6,93.2,90.5,87.3,83.9,80.1,76.1,71.9,67.6,63.4,59.0,54.7,50.2,45.7,41.4,37.4,33.8,30.5,27.7,25.4,23.5,21.9,20.7,19.6,18.8,18.0,17.3,16.7,16.2,15.6,15.2,14.8,14.4,14.2,14.0,13.9,13.8,13.8,13.8,13.9,14.0,14.1,14.1,14.1,14.2,14.2,14.3,14.4,14.5,14.6,14.6,14.6,14.5,14.3,13.24,12.674,12.187,11.789
203,Sierra Leone,Child mortality (under age five),sle,u5mr,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.91,513.9,513.86,513.78,513.64,513.44,513.16,512.8,512.36,511.83,511.23,510.55,509.78,508.94,508.02,507.01,505.94,504.81,503.65,502.45,501.25,500.04,498.84,497.63,496.43,495.22,494.01,492.81,491.6,490.4,489.19,487.98,486.78,485.57,485.79,486.03,487.72,487.94,487.425,485.474,482.083,480.141,476.783,474.851,471.508,469.595,467.675,464.371,462.471,459.191,457.3,454.082,452.211,441.091,431.515,428.069,424.65,421.258,419.946,417.306,414.635,411.931,409.202,406.463,403.718,400.983,398.3,393.1,388.1,382.7,377.2,371.4,365.3,359.3,353.0,346.8,340.8,335.1,329.6,324.6,319.6,314.8,310.1,305.4,301.0,296.8,292.5,288.4,284.6,281.0,277.6,274.6,271.8,269.2,266.9,264.9,263.3,262.1,261.2,260.3,259.2,257.5,255.2,252.1,248.3,243.9,239.0,233.9,228.3,222.5,216.4,210.2,203.5,196.0,187.9,179.1,169.6,159.7,149.8,140.4,132.0,124.9,118.8,113.5,111.894,108.897,105.975,103.058
204,Singapore,Child mortality (under age five),sgp,u5mr,456.05,456.05,456.05,456.05,456.05,456.05,456.05,456.05,456.05,456.05,456.05,456.05,456.05,456.05,456.05,456.05,456.05,456.05,456.05,456.05,442.46,429.16,417.44,404.69,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.21,392.2,392.17,392.11,392.0,391.85,391.64,391.36,391.02,390.62,390.16,389.64,389.06,388.42,387.71,386.94,386.12,385.27,384.38,383.47,382.55,381.62,380.7,379.78,378.86,377.94,377.02,376.1,373.188,370.298,367.43,364.585,361.762,358.96,356.181,353.422,350.686,347.97,321.99,287.67,273.18,274.71,258.46,279.42,251.47,258.46,207.23,229.61,255.266,283.79,315.5,462.84,351.19,131.19,125.89,115.43,100.18,117.16,105.2,96.88,84.8,78.1,71.9,66.5,61.6,56.8,52.2,47.8,43.8,40.6,38.3,36.5,35.0,33.5,31.9,30.3,28.8,27.4,26.0,24.3,22.0,19.6,17.6,16.2,15.4,15.1,15.0,14.7,14.1,13.2,12.3,11.6,10.9,10.4,9.8,9.1,8.4,7.7,6.9,6.3,5.7,5.3,5.0,4.8,4.6,4.4,4.1,3.9,3.6,3.4,3.2,3.0,3.0,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.8,2.576,2.52,2.47,2.424
205,Slovak Republic,Child mortality (under age five),svk,u5mr,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.31,363.28,359.71,356.09,352.5,348.86,345.17,341.47,337.75,333.98,330.19,326.4,322.57,318.7,314.85,310.97,307.07,303.2,299.36,295.51,291.71,287.95,284.21,280.48,276.82,273.18,269.55,265.97,259.53,252.24,245.98,239.82,232.84,226.84,220.97,214.28,208.55,203.77,199.88,195.21,190.59,186.02,182.3,177.82,172.63,167.52,162.46,161.086,159.723,158.372,157.033,155.705,154.388,153.082,151.787,150.503,149.23,145.64,102.74,87.93,71.55,63.58,57.79,65.06,51.7,47.04,41.48,39.2,35.94,37.83,36.54,40.7,38.2,35.2,33.42,36.74,35.43,33.75,35.02,35.46,32.64,32.86,33.54,29.54,30.14,28.6,28.15,21.6,20.7,19.8,19.0,18.2,17.4,16.7,16.0,15.3,14.7,14.1,13.5,13.0,12.5,12.0,11.5,11.0,10.6,10.2,9.8,9.4,9.1,8.8,8.5,8.2,7.9,7.7,7.4,7.2,7.0,6.8,6.6,6.4,6.2,6.0,5.9,5.753,5.647,5.556,5.476
206,Slovenia,Child mortality (under age five),svn,u5mr,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.96,360.93,360.88,360.78,360.64,360.45,360.19,359.88,359.51,359.09,358.61,358.07,357.48,356.83,356.13,355.37,354.58,353.76,352.93,352.08,351.23,350.38,349.54,348.69,347.84,347.0,346.15,335.31,323.6,313.21,303.03,293.05,282.27,272.7,263.31,253.17,244.17,228.083,212.7,197.198,183.212,169.875,156.502,144.433,132.961,122.078,111.252,101.528,92.343,83.264,75.153,67.539,60.401,53.422,47.232,41.485,35.93,35.042,33.325,31.724,30.238,28.872,27.628,26.508,25.516,24.667,23.97,23.43,23.049,22.813,22.691,22.645,22.628,22.599,22.522,22.368,22.116,21.752,21.3,20.793,20.253,19.726,19.267,18.9,18.629,18.441,18.287,18.1,17.1,16.1,15.2,14.4,13.5,12.6,11.8,11.1,10.4,9.7,9.1,8.5,8.0,7.5,7.0,6.6,6.2,5.8,5.5,5.2,5.0,4.7,4.4,4.2,4.0,3.8,3.6,3.4,3.2,3.0,2.8,2.7,2.5,2.4,2.3,2.241,2.169,2.098,2.03
207,Solomon Islands,Child mortality (under age five),slb,u5mr,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.87,504.86,504.82,504.74,504.61,504.41,504.13,503.78,503.34,502.83,502.24,501.56,500.81,499.99,499.08,498.09,497.04,495.93,494.79,493.61,492.43,491.24,490.06,488.88,487.69,486.51,485.32,484.14,482.95,481.77,480.58,479.4,478.21,477.03,475.84,474.66,473.47,472.29,470.917,469.554,468.183,466.823,465.463,464.094,462.737,461.37,460.014,458.649,457.295,455.932,454.58,453.219,411.893,373.65,338.06,303.798,272.64,243.352,240.807,235.727,230.666,225.623,220.599,215.593,210.607,205.644,200.707,195.8,185.1,175.3,166.1,157.2,148.6,140.2,131.7,123.2,114.6,106.1,98.2,90.9,84.3,78.3,72.8,67.7,63.1,59.1,55.7,52.8,50.3,48.3,46.4,44.8,43.4,42.2,41.1,40.1,39.1,38.2,37.2,36.2,35.2,34.2,33.3,32.5,31.8,31.1,30.5,29.9,29.5,29.2,29.0,28.9,28.8,28.8,28.7,28.6,28.4,28.1,27.8,27.6,27.2,26.8,26.3,25.8,24.311,23.444,22.634,21.867
208,Somalia,Child mortality (under age five),som,u5mr,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.96,451.95,451.92,451.85,451.73,451.55,451.3,450.99,450.6,450.14,449.61,449.01,448.33,447.59,446.78,445.9,444.95,443.96,442.94,441.89,440.83,439.77,438.71,437.65,436.59,435.53,434.46,433.4,432.34,431.28,430.22,429.16,428.1,427.04,425.98,424.92,423.86,422.8,418.873,414.96,411.062,407.178,403.308,399.444,395.603,391.777,387.965,384.168,380.385,376.616,372.862,369.122,365.397,353.015,342.008,330.305,319.891,308.771,306.669,302.497,298.382,294.328,290.33,286.39,282.501,278.659,274.854,271.075,267.309,263.551,259.799,256.064,252.368,248.748,245.225,241.81,238.5,235.269,232.083,228.907,225.714,222.502,219.263,215.995,212.733,209.524,206.411,203.405,200.505,197.745,195.2,192.6,190.9,189.5,187.9,186.2,183.7,180.9,177.9,175.6,174.6,174.4,174.4,174.4,174.4,174.4,174.4,174.4,174.4,174.4,174.4,174.4,174.3,173.7,171.9,168.5,163.7,159.2,154.4,149.8,145.2,140.7,136.7,132.5,129.705,126.371,123.165,120.089
